epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
122,10922.8,0.44868,1.08907,0,0.31554,0.88036,0.98927,0.98374,0.99453,0.98192,0.98068,0.97526,0.9911,0.909,0.22988,0.59258,0,0.17968,0.78459,0.0040105,0.0040105,0.0040105
123,11014.9,0.45491,1.10618,0,0.32033,0.88357,0.9882,0.98274,0.9945,0.98186,0.97961,0.9742,0.99275,0.90973,0.22964,0.59167,0,0.17938,0.78465,0.003961,0.003961,0.003961
124,11106.4,0.45373,1.10259,0,0.31812,0.88288,0.98822,0.98451,0.99449,0.98171,0.97965,0.97613,0.99238,0.91032,0.22953,0.59107,0,0.17935,0.78462,0.0039115,0.0039115,0.0039115
125,11198.5,0.44987,1.09101,0,0.31788,0.87836,0.98183,0.99039,0.99449,0.98179,0.97231,0.98079,0.99039,0.91068,0.22931,0.59033,0,0.17881,0.78454,0.003862,0.003862,0.003862
126,11291.2,0.45037,1.08976,0,0.3188,0.87985,0.98532,0.98613,0.99448,0.98186,0.97354,0.97759,0.99037,0.9106,0.22911,0.58941,0,0.17899,0.78445,0.0038125,0.0038125,0.0038125
127,11385,0.44738,1.07773,0,0.31737,0.88098,0.98717,0.98507,0.99448,0.9817,0.97754,0.97547,0.99036,0.91127,0.22884,0.58818,0,0.17921,0.78436,0.003763,0.003763,0.003763
128,11477.4,0.44726,1.08534,0,0.31535,0.88248,0.98512,0.98613,0.99448,0.98167,0.97552,0.97652,0.99031,0.9116,0.22889,0.58729,0,0.17922,0.78428,0.0037135,0.0037135,0.0037135
129,11568.6,0.44651,1.08421,0,0.31743,0.87976,0.98508,0.98613,0.99449,0.98164,0.97753,0.97491,0.99086,0.91126,0.22877,0.58641,0,0.17895,0.78424,0.003664,0.003664,0.003664
130,11664.8,0.43909,1.08031,0,0.31062,0.876,0.98513,0.98613,0.99448,0.98154,0.97549,0.97652,0.99086,0.91217,0.22868,0.58516,0,0.17923,0.78416,0.0036145,0.0036145,0.0036145
131,11753.7,0.44338,1.06565,0,0.31393,0.87862,0.98549,0.98719,0.99448,0.98131,0.97591,0.97759,0.99084,0.91268,0.22855,0.58415,0,0.17915,0.78412,0.003565,0.003565,0.003565
132,11842.9,0.44135,1.05473,0,0.31181,0.87719,0.9851,0.98719,0.99444,0.98121,0.97551,0.97759,0.99082,0.91359,0.22852,0.58323,0,0.17881,0.78406,0.0035155,0.0035155,0.0035155
133,11933.6,0.44384,1.06258,0,0.31307,0.87808,0.98552,0.98719,0.99444,0.98127,0.97651,0.97592,0.99081,0.91358,0.22818,0.58225,0,0.17863,0.78399,0.003466,0.003466,0.003466
134,12023.8,0.44303,1.06831,0,0.31242,0.87868,0.98612,0.9858,0.99442,0.98171,0.97753,0.97545,0.99079,0.9133,0.22772,0.58155,0,0.17887,0.78385,0.0034165,0.0034165,0.0034165
135,12112.9,0.4441,1.06563,0,0.31526,0.87902,0.98517,0.98506,0.99442,0.98152,0.97648,0.97469,0.99079,0.91311,0.22761,0.58069,0,0.17865,0.7838,0.003367,0.003367,0.003367
136,12203.1,0.43586,1.04062,0,0.30817,0.87724,0.98572,0.98613,0.9944,0.98191,0.97607,0.97652,0.99081,0.91301,0.22767,0.57974,0,0.17841,0.78376,0.0033175,0.0033175,0.0033175
137,12292,0.43492,1.03909,0,0.30719,0.87782,0.98612,0.9857,0.99436,0.98179,0.9765,0.97582,0.99083,0.91349,0.22739,0.57907,0,0.17843,0.7837,0.003268,0.003268,0.003268
138,12383.6,0.43603,1.0186,0,0.30935,0.87718,0.98555,0.98613,0.99438,0.98198,0.97577,0.97652,0.99086,0.91358,0.22719,0.57826,0,0.17852,0.78365,0.0032185,0.0032185,0.0032185
139,12481.2,0.43225,1.03052,0,0.30827,0.87502,0.98509,0.9869,0.9944,0.98187,0.97657,0.9786,0.99183,0.91355,0.2272,0.57719,0,0.17892,0.78359,0.003169,0.003169,0.003169
140,12568.7,0.43249,1.05303,0,0.30438,0.87654,0.98509,0.98695,0.9944,0.98211,0.97657,0.97852,0.99186,0.91388,0.22717,0.57658,0,0.17879,0.78354,0.0031195,0.0031195,0.0031195
141,12659.1,0.43039,1.01784,0,0.30073,0.87809,0.98508,0.98669,0.99439,0.98174,0.97549,0.97709,0.9909,0.91443,0.22684,0.57562,0,0.17816,0.78347,0.00307,0.00307,0.00307
142,12756.7,0.43206,0.99817,0,0.30649,0.8774,0.98508,0.9866,0.99441,0.98197,0.97549,0.977,0.99095,0.91498,0.22666,0.57495,0,0.17818,0.78335,0.0030205,0.0030205,0.0030205
143,12846.5,0.43047,1.02423,0,0.30699,0.87446,0.98508,0.98673,0.99442,0.98202,0.97549,0.97712,0.99097,0.91528,0.2264,0.5743,0,0.17807,0.78326,0.002971,0.002971,0.002971
144,12937.7,0.4316,1.02327,0,0.30286,0.8775,0.98508,0.98677,0.99442,0.98197,0.9755,0.97722,0.991,0.91539,0.22629,0.57358,0,0.17831,0.78326,0.0029215,0.0029215,0.0029215
145,13028.3,0.43154,1.01846,0,0.30739,0.8765,0.98509,0.98714,0.99443,0.98185,0.97657,0.9786,0.99214,0.91599,0.22621,0.57286,0,0.17814,0.78323,0.002872,0.002872,0.002872
146,13116.4,0.4282,1.00563,0,0.30328,0.87689,0.98509,0.98715,0.99445,0.98172,0.9755,0.97754,0.99103,0.916,0.22612,0.57208,0,0.17769,0.7832,0.0028225,0.0028225,0.0028225
147,13205.6,0.42358,1.00676,0,0.30201,0.87415,0.98484,0.98719,0.99445,0.98168,0.97519,0.97759,0.99105,0.916,0.22615,0.57133,0,0.17795,0.78324,0.002773,0.002773,0.002773
148,13294.3,0.42245,1.00554,0,0.30147,0.87617,0.98452,0.98719,0.99445,0.98167,0.97494,0.97759,0.99105,0.91611,0.22599,0.5708,0,0.17774,0.78317,0.0027235,0.0027235,0.0027235
149,13384.6,0.41757,0.97316,0,0.29585,0.87157,0.98482,0.98719,0.99445,0.9819,0.97517,0.97759,0.99106,0.91654,0.22589,0.57001,0,0.17751,0.78315,0.002674,0.002674,0.002674
150,13473.9,0.42462,1.00603,0,0.29866,0.87591,0.98437,0.98719,0.99445,0.98179,0.97479,0.97759,0.99106,0.91673,0.22578,0.56941,0,0.17761,0.78307,0.0026245,0.0026245,0.0026245
151,13564.1,0.42151,0.98637,0,0.29927,0.87522,0.98099,0.99108,0.99444,0.982,0.97253,0.98254,0.99238,0.91697,0.2256,0.56874,0,0.17782,0.7831,0.002575,0.002575,0.002575
152,13654.5,0.41789,0.97755,0,0.29428,0.87448,0.98098,0.99084,0.99442,0.98244,0.97253,0.9823,0.99243,0.91738,0.22576,0.56813,0,0.17787,0.78306,0.0025255,0.0025255,0.0025255
153,13744.1,0.42054,0.99005,0,0.29661,0.87184,0.98098,0.99091,0.99445,0.982,0.97253,0.98241,0.99246,0.9182,0.2255,0.56744,0,0.17754,0.78303,0.002476,0.002476,0.002476
154,13834.2,0.41492,0.97402,0,0.29609,0.87342,0.98098,0.99089,0.99445,0.98191,0.97253,0.98235,0.9925,0.91871,0.22543,0.56681,0,0.1772,0.783,0.0024265,0.0024265,0.0024265
155,13923.1,0.41552,0.96619,0,0.29396,0.87182,0.98199,0.98898,0.99445,0.98215,0.97358,0.98335,0.99342,0.91887,0.2252,0.56622,0,0.17717,0.78297,0.002377,0.002377,0.002377
156,14012.2,0.42047,0.96932,0,0.29678,0.87367,0.98279,0.98826,0.99444,0.98212,0.97359,0.98349,0.99342,0.91919,0.22518,0.56551,0,0.17706,0.78291,0.0023275,0.0023275,0.0023275
157,14102.6,0.41283,0.94652,0,0.29154,0.87255,0.98294,0.98826,0.99445,0.98202,0.97418,0.97972,0.9926,0.91892,0.22491,0.56512,0,0.17693,0.78292,0.002278,0.002278,0.002278
158,14193.7,0.41629,0.94665,0,0.29314,0.87583,0.98334,0.98826,0.99445,0.98219,0.97472,0.97972,0.99262,0.91902,0.22471,0.56473,0,0.17695,0.78286,0.0022285,0.0022285,0.0022285
159,14286.4,0.41695,0.97254,0,0.29284,0.87375,0.98324,0.98826,0.99445,0.98202,0.9758,0.98079,0.99342,0.91911,0.22451,0.56395,0,0.17663,0.78283,0.002179,0.002179,0.002179
160,14376.4,0.41383,0.96309,0,0.29212,0.87299,0.98321,0.98826,0.99445,0.98211,0.97571,0.98079,0.99342,0.91943,0.22443,0.56333,0,0.17667,0.7828,0.0021295,0.0021295,0.0021295
161,14468.2,0.40981,0.94298,0,0.28787,0.87258,0.98321,0.98826,0.99444,0.98218,0.97578,0.98079,0.9934,0.91952,0.22433,0.56281,0,0.17643,0.78278,0.00208,0.00208,0.00208
162,14563,0.40771,0.94895,0,0.28981,0.87204,0.98332,0.98826,0.99444,0.98236,0.97581,0.98079,0.99341,0.91966,0.22424,0.56232,0,0.1767,0.78277,0.0020305,0.0020305,0.0020305
163,14653.5,0.40712,0.94153,0,0.28841,0.86924,0.98099,0.99143,0.99443,0.9818,0.9736,0.98399,0.9934,0.91982,0.22421,0.56177,0,0.17657,0.78274,0.001981,0.001981,0.001981
164,14756.8,0.40884,0.9372,0,0.28932,0.87115,0.9832,0.98826,0.99444,0.98224,0.97567,0.98079,0.99342,0.91985,0.22397,0.56122,0,0.17669,0.78269,0.0019315,0.0019315,0.0019315
165,14855.5,0.4046,0.93914,0,0.28822,0.87001,0.9831,0.98826,0.99444,0.98208,0.97547,0.98079,0.99341,0.9199,0.22413,0.56078,0,0.17696,0.78266,0.001882,0.001882,0.001882
166,14952.8,0.40832,0.95615,0,0.29383,0.87166,0.98172,0.98933,0.99444,0.9817,0.97431,0.98186,0.9934,0.92027,0.2239,0.56051,0,0.17682,0.78264,0.0018325,0.0018325,0.0018325
167,15051.1,0.40154,0.93734,0,0.28422,0.87054,0.98168,0.98933,0.99444,0.98195,0.97426,0.98186,0.9934,0.9199,0.22396,0.56014,0,0.17699,0.78263,0.001783,0.001783,0.001783
168,15148.8,0.40227,0.92465,0,0.28519,0.86857,0.98096,0.98975,0.99443,0.98196,0.97356,0.98235,0.99342,0.92018,0.22393,0.55969,0,0.17702,0.78259,0.0017335,0.0017335,0.0017335
169,15246.3,0.39945,0.91078,0,0.28114,0.86846,0.98096,0.98968,0.99443,0.9818,0.97461,0.98328,0.99364,0.92033,0.22387,0.55927,0,0.17713,0.78257,0.001684,0.001684,0.001684
170,15338.9,0.40534,0.92056,0,0.28762,0.8695,0.98096,0.98975,0.99444,0.9819,0.97462,0.98354,0.99363,0.92024,0.22374,0.55879,0,0.17706,0.78253,0.0016345,0.0016345,0.0016345
171,15428.4,0.40052,0.92638,0,0.28312,0.87007,0.98096,0.98956,0.99443,0.98192,0.97461,0.98335,0.99363,0.92007,0.2237,0.55828,0,0.17696,0.78251,0.001585,0.001585,0.001585
172,15518.9,0.39365,0.90254,0,0.28175,0.86781,0.98294,0.98826,0.99444,0.98192,0.97652,0.98186,0.99363,0.92049,0.22376,0.55795,0,0.1771,0.78252,0.0015355,0.0015355,0.0015355
173,15607.6,0.39777,0.91447,0,0.28297,0.86879,0.983,0.98826,0.99443,0.98186,0.97658,0.98186,0.99363,0.92076,0.22367,0.55741,0,0.17758,0.78249,0.001486,0.001486,0.001486
174,15696.6,0.39549,0.8999,0,0.2799,0.86681,0.983,0.98826,0.99443,0.9819,0.97658,0.98186,0.99363,0.92112,0.22377,0.55693,0,0.17787,0.78247,0.0014365,0.0014365,0.0014365
175,15786.9,0.39791,0.90171,0,0.28052,0.86901,0.98399,0.98826,0.99443,0.98191,0.97619,0.98079,0.99341,0.92118,0.22348,0.55641,0,0.17758,0.78243,0.001387,0.001387,0.001387
176,15876.1,0.38705,0.88552,0,0.27711,0.86431,0.98381,0.98826,0.99443,0.98189,0.97637,0.98079,0.9934,0.92123,0.22336,0.55597,0,0.17749,0.78243,0.0013375,0.0013375,0.0013375
177,15965.8,0.38938,0.87003,0,0.27604,0.86669,0.9851,0.98811,0.99444,0.98196,0.97618,0.98079,0.9934,0.92112,0.22335,0.55547,0,0.17773,0.78242,0.001288,0.001288,0.001288
178,16054.6,0.39217,0.8849,0,0.2786,0.86653,0.98437,0.98719,0.99444,0.98198,0.97686,0.97972,0.9934,0.92132,0.22331,0.55502,0,0.1776,0.78241,0.0012385,0.0012385,0.0012385
179,16143.7,0.3946,0.89524,0,0.27985,0.87012,0.9845,0.98719,0.99444,0.98201,0.97697,0.97972,0.9934,0.92166,0.22313,0.55459,0,0.17717,0.78238,0.001189,0.001189,0.001189
180,16235.9,0.39025,0.87997,0,0.27774,0.86718,0.98442,0.98719,0.99444,0.98197,0.9769,0.97972,0.99339,0.92139,0.22307,0.55409,0,0.17704,0.78232,0.0011395,0.0011395,0.0011395
181,16323.4,0.38757,0.87444,0,0.27447,0.86721,0.98431,0.98719,0.99444,0.98195,0.97686,0.97972,0.99336,0.92136,0.22315,0.55358,0,0.17722,0.78234,0.00109,0.00109,0.00109
182,16411.7,0.38532,0.87361,0,0.27373,0.86511,0.98436,0.98719,0.99444,0.98252,0.97691,0.97972,0.99339,0.92175,0.22309,0.55317,0,0.17709,0.78231,0.0010405,0.0010405,0.0010405
183,16500.8,0.38601,0.87257,0,0.27143,0.86668,0.98426,0.98719,0.99443,0.98257,0.9767,0.97972,0.99336,0.92212,0.22302,0.55273,0,0.17728,0.78227,0.000991,0.000991,0.000991
184,16591,0.37943,0.86772,0,0.26991,0.86644,0.98404,0.98719,0.99443,0.98252,0.9766,0.97972,0.99335,0.92252,0.22306,0.55236,0,0.17776,0.78226,0.0009415,0.0009415,0.0009415
185,16680.7,0.38601,0.87692,0,0.27092,0.86697,0.98405,0.98774,0.99443,0.9825,0.97661,0.98027,0.99334,0.92255,0.22329,0.55215,0,0.17763,0.78223,0.000892,0.000892,0.000892
186,16770.3,0.38885,0.86814,0,0.27298,0.86591,0.98405,0.98719,0.99443,0.98255,0.97661,0.97972,0.99336,0.92253,0.22317,0.55183,0,0.17772,0.78221,0.0008425,0.0008425,0.0008425
187,16861.4,0.38367,0.86363,0,0.27299,0.8657,0.98405,0.98772,0.99443,0.98184,0.97661,0.98025,0.99339,0.92265,0.22292,0.55157,0,0.1774,0.78218,0.000793,0.000793,0.000793
188,16950.4,0.38218,0.86917,0,0.2723,0.86542,0.98405,0.98745,0.99444,0.98198,0.97661,0.98025,0.99336,0.92278,0.22288,0.55135,0,0.17724,0.78215,0.0007435,0.0007435,0.0007435
189,17040.8,0.37645,0.83206,0,0.26755,0.86387,0.98509,0.98826,0.99443,0.98217,0.97765,0.98079,0.99335,0.92268,0.22296,0.55104,0,0.17756,0.78214,0.000694,0.000694,0.000694
190,17130.9,0.37754,0.83093,0,0.26912,0.86444,0.98497,0.98826,0.99443,0.98241,0.97752,0.98079,0.99334,0.92293,0.22309,0.55077,0,0.17751,0.78211,0.0006445,0.0006445,0.0006445
